Plot,collection_no.,Connon-swampition,Date,species,Dry.Mass
Q3,12,swamp,01/16/19,Unidentified species,43.88
Q1,12,non-swamp,01/16/19,Unidentified species,29.8
Q10,12,swamp,01/16/19,Unidentified species,36.49
Q6,13,swamp,1/10/2019,Unidentified species,74.67853974
Q107,13,non-swamp,1/10/2019,Unidentified species,86.19
Q4,13,swamp,01/15/19,Unidentified species,44.4
Q213,13,non-swamp,01/22/19,Unidentified species,32.85
Q405,13,non-swamp,01/22/19,Unidentified species,31.74
Q408,13,non-swamp,01/22/19,Unidentified species,23.74
Q9,13,swamp,01/24/19,Unidentified species,59.42
Q6,14,swamp,01/24/19,Unidentified species,79.46
Q107,14,non-swamp,01/24/19,Unidentified species,64.94
Q4,14,swamp,01/29/19,Unidentified species,37.57
Q3,13,swamp,01/29/19,Unidentified species,28.27
Q10,13,swamp,01/29/19,Unidentified species,40.9
Q1,13,non-swamp,01/29/19,Unidentified species,36.25
Q408,14,non-swamp,2/7/2019,Unidentified species,50.37
Q213,14,non-swamp,2/7/2019,Unidentified species,28.02
Q405,14,non-swamp,2/7/2019,Unidentified species,18.69
Q9,14,swamp,2/7/2019,Unidentified species,36.67
Q107,15,non-swamp,2/7/2019,Unidentified species,41.8
Q6,15,swamp,2/7/2019,Unidentified species,59.77
Q3,14,swamp,2/12/2019,Unidentified species,44.38
Q4,15,swamp,2/12/2019,Unidentified species,54.55
Q1,14,non-swamp,2/12/2019,Unidentified species,48.88
Q10,14,swamp,2/12/2019,Unidentified species,21.61
Q408,15,non-swamp,02/19/19,Unidentified species,23.74
Q213,15,non-swamp,02/19/19,Unidentified species,26.05
Q405,15,non-swamp,02/19/19,Unidentified species,18.12
Q9,15,swamp,02/19/19,Unidentified species,45.79
Q6,16,swamp,02/19/19,Unidentified species,64.51
Q107,16,non-swamp,02/19/19,Unidentified species,51.26
Q1,15,non-swamp,02/26/19,Unidentified species,49.62
Q3,15,swamp,02/26/19,Unidentified species,31.96
Q10,15,swamp,02/26/19,Unidentified species,27.01
Q4,16,swamp,02/26/19,Unidentified species,28.91
Q408,16,non-swamp,3/4/2019,Unidentified species,19.49
Q213,16,non-swamp,3/4/2019,Unidentified species,28.26
Q6,17,swamp,3/4/2019,Unidentified species,65.28
Q107,17,non-swamp,3/4/2019,Unidentified species,49.88
Q9,16,swamp,3/4/2019,Unidentified species,26.24
Q1,16,non-swamp,3/12/2019,Unidentified species,27.4
Q3,16,swamp,3/12/2019,Unidentified species,41.32
Q4,17,swamp,3/12/2019,Unidentified species,29.5
Q10,16,swamp,3/12/2019,Unidentified species,19.87
Q405,16,non-swamp,3/12/2019,Unidentified species,22.03
Q408,17,non-swamp,03/19/19,Unidentified species,14.35
Q213,17,non-swamp,03/19/19,Unidentified species,16.3
Q6,18,swamp,03/19/19,Unidentified species,58.22
Q107,18,non-swamp,03/19/19,Unidentified species,39.22
Q9,17,swamp,03/19/19,Unidentified species,27.69
Q4,18,swamp,03/25/19,Unidentified species,21.75
Q405,17,non-swamp,03/25/19,Unidentified species,12.49
Q3,17,swamp,03/25/19,Unidentified species,31.74
Q1,17,non-swamp,03/25/19,Unidentified species,18.72
Q10,17,swamp,03/25/19,Unidentified species,22.07
Q408,18,non-swamp,4/2/2019,Unidentified species,12.58
Q213,18,non-swamp,4/2/2019,Unidentified species,15.75
Q6,19,swamp,4/2/2019,Unidentified species,51.96
Q107,19,non-swamp,4/2/2019,Unidentified species,31.68
Q9,18,swamp,4/2/2019,Unidentified species,22.02
Q1,18,non-swamp,4/9/2019,Unidentified species,19.69
Q10,18,swamp,4/9/2019,Unidentified species,18.84
Q3,18,swamp,4/9/2019,Unidentified species,19.36
Q405,18,non-swamp,4/9/2019,Unidentified species,14.35
Q4,19,swamp,4/9/2019,Unidentified species,23.89
Q6,20,swamp,04/15/19,Unidentified species,31.71
Q9,19,swamp,04/15/19,Unidentified species,30.6
Q107,20,non-swamp,04/15/19,Unidentified species,22.43
Q213,19,non-swamp,04/15/19,Unidentified species,11.85
Q408,19,non-swamp,04/15/19,Unidentified species,9.72
Q405,19,non-swamp,04/23/19,Unidentified species,11.76
Q1,19,non-swamp,04/23/19,Unidentified species,19.02
Q10,19,swamp,04/23/19,Unidentified species,26.31
Q3,19,swamp,04/23/19,Unidentified species,19.49
Q4,20,swamp,04/23/19,Unidentified species,24.94
Q6,21,swamp,04/29/19,Unidentified species,36.18
Q9,20,swamp,04/29/19,Unidentified species,22.74
Q213,20,non-swamp,04/29/19,Unidentified species,15.12
Q107,21,non-swamp,04/29/19,Unidentified species,29.47
Q408,20,non-swamp,04/29/19,Unidentified species,18.15
Q405,20,non-swamp,5/6/2019,Unidentified species,15.34
Q3,20,swamp,5/6/2019,Unidentified species,14.14
Q4,21,swamp,5/6/2019,Unidentified species,22.28
Q1,20,non-swamp,5/6/2019,Unidentified species,12.92
Q10,20,swamp,5/6/2019,Unidentified species,20.84
Q9,21,swamp,05/14/19,Unidentified species,12.07
Q6,22,swamp,05/14/19,Unidentified species,18.28
Q213,21,non-swamp,05/14/19,Unidentified species,26.5
Q107,22,non-swamp,05/14/19,Unidentified species,60.87
Q408,21,non-swamp,05/14/19,Unidentified species,14.92
Q405,21,non-swamp,05/21/19,Unidentified species,21.96
Q1,21,non-swamp,05/21/19,Unidentified species,23.76
Q10,21,swamp,05/21/19,Unidentified species,35.42
Q3,21,swamp,05/21/19,Unidentified species,16.73
Q4,22,swamp,05/21/19,Unidentified species,11.43
Q6,23,swamp,05/28/19,Unidentified species,10.98
Q9,22,swamp,05/28/19,Unidentified species,10.9
Q107,23,non-swamp,05/28/19,Unidentified species,39.05
Q213,22,non-swamp,05/28/19,Unidentified species,7.1
Q408,22,non-swamp,05/28/19,Unidentified species,10.93
Q1,22,non-swamp,6/3/2019,Unidentified species,19.16
Q10,22,swamp,6/3/2019,Unidentified species,21.68
Q3,22,swamp,6/3/2019,Unidentified species,5.75
Q4,23,swamp,6/3/2019,Unidentified species,13.03
Q405,22,non-swamp,6/3/2019,Unidentified species,14.64
Q6,24,swamp,6/11/2019,Unidentified species,15.14
Q9,23,swamp,6/11/2019,Unidentified species,9.52
Q107,24,non-swamp,6/11/2019,Unidentified species,23.22
Q213,23,non-swamp,6/11/2019,Unidentified species,13.64
Q408,23,non-swamp,6/11/2019,Unidentified species,10.27
Q3,23,swamp,06/17/19,Unidentified species,14.08
Q405,23,non-swamp,06/17/19,Unidentified species,22.23
Q10,23,swamp,06/17/19,Unidentified species,21.09
Q4,24,swamp,06/17/19,Unidentified species,26.77
Q1,23,non-swamp,06/17/19,Unidentified species,6.84
Q6,25,swamp,06/25/19,Unidentified species,10.96
Q9,24,swamp,06/25/19,Unidentified species,27.92
Q107,25,non-swamp,06/25/19,Unidentified species,27.1
Q213,24,non-swamp,06/25/19,Unidentified species,9.92
Q408,24,non-swamp,06/25/19,Unidentified species,8.33
Q4,25,swamp,7/2/2019,Unidentified species,14.19
Q3,24,swamp,7/2/2019,Unidentified species,10.99
Q405,24,non-swamp,7/2/2019,Unidentified species,13.19
Q10,24,swamp,7/2/2019,Unidentified species,20.5
Q1,24,non-swamp,7/2/2019,Unidentified species,16.54
Q408,25,non-swamp,7/9/2019,Unidentified species,22.51
Q107,26,non-swamp,7/9/2019,Unidentified species,27.29
Q9,25,swamp,7/9/2019,Unidentified species,16.11
Q6,26,swamp,7/9/2019,Unidentified species,14.86
Q213,25,non-swamp,7/9/2019,Unidentified species,12.95
Q3,25,swamp,07/14/19,Unidentified species,12.97
Q1,25,non-swamp,07/14/19,Unidentified species,15.27
Q10,25,swamp,07/14/19,Unidentified species,19.79
Q4,26,swamp,07/14/19,Unidentified species,13.86
Q405,25,non-swamp,07/14/19,Unidentified species,10.65
Q408,26,non-swamp,07/23/19,Unidentified species,16.24
Q9,26,swamp,07/23/19,Unidentified species,13.75
Q6,27,swamp,07/23/19,Unidentified species,12.69
Q213,26,non-swamp,07/23/19,Unidentified species,9.87
Q107,27,non-swamp,07/23/19,Unidentified species,25.16
Q1,26,non-swamp,07/30/19,Unidentified species,13.81
Q10,26,swamp,07/30/19,Unidentified species,17.47
Q3,26,swamp,07/30/19,Unidentified species,16.43
Q4,27,swamp,07/30/19,Unidentified species,10.94
