Plot,collection_no.,Connon-swampition,Date,species,Dry.Mass
Q10,24,swamp,7/2/2019,Xanthophyllum flavescens,0.5
Q10,24,swamp,7/2/2019,Lindera lucida,1.09
Q10,24,swamp,7/2/2019,Alstonia pneumatophora,1.429836066
Q10,24,swamp,7/2/2019,Gironniera nervosa,0.59
Q10,24,swamp,7/2/2019,Gynotroches axillaris,1.866741573
Q10,24,swamp,7/2/2019,Elaeocarpus mastersii,3.031647059
Q10,24,swamp,7/2/2019,Myristica cinnamomea,0.72
Q10,24,swamp,7/2/2019,Uncaria cordata,2.389074074
Q10,24,swamp,7/2/2019,Aporosa frutescens,0.14
Q10,24,swamp,7/2/2019,Timonius wallichianus,0.27
Q10,24,swamp,7/2/2019,Derris amoena,0.842592593
Q10,24,swamp,7/2/2019,Grewia laevigata,1.284649123
Q10,24,swamp,7/2/2019,Fissistigma latifolium var. ovoideum,3.201132686
Q10,24,swamp,7/2/2019,Unidentified species,0.21
Q10,24,swamp,7/2/2019,Unidentified species,2.91
Q1,24,non-swamp,7/2/2019,Xanthophyllum flavescens,20.09132597
Q1,24,non-swamp,7/2/2019,Bhesa paniculata,23.20156146
Q1,24,non-swamp,7/2/2019,Prunus polystachya,15.79285714
Q1,24,non-swamp,7/2/2019,Gironniera nervosa,3.772067039
Q1,24,non-swamp,7/2/2019,Unidentified species,0.92
Q1,24,non-swamp,7/2/2019,Agelaea borneensis,0.73
Q1,24,non-swamp,7/2/2019,Timonius wallichianus,1.186055046
Q1,24,non-swamp,7/2/2019,Grewia laevigata,4.723333333
Q1,24,non-swamp,7/2/2019,Leuconotis griffithii,0.89
Q1,24,non-swamp,7/2/2019,Hevea brasiliensis,0.15
Q1,24,non-swamp,7/2/2019,Uncaria cordata,0.56
Q1,24,non-swamp,7/2/2019,Canarium pilosum,1.796423841
Q1,24,non-swamp,7/2/2019,Pternandra echinata,1.818548387
Q1,24,non-swamp,7/2/2019,Unidentified species,2.43626087
Q1,24,non-swamp,7/2/2019,Iodes velutina,0.55
Q1,24,non-swamp,7/2/2019,Bauhinia semibifida,0.338918919
Q1,24,non-swamp,7/2/2019,Fissistigma latifolium var. ovoideum,1.54
Q1,24,non-swamp,7/2/2019,Aporosa frutescens,1.714285714
Q408,25,non-swamp,7/9/2019,Unidentified species,1.31
Q408,25,non-swamp,7/9/2019,Unidentified species,2.15
Q408,25,non-swamp,7/9/2019,Unidentified species,9.366824645
Q408,25,non-swamp,7/9/2019,Timonius wallichianus,3.609375
Q408,25,non-swamp,7/9/2019,Aporosa frutescens,0.752095238
Q408,25,non-swamp,7/9/2019,Unidentified species,1.557253521
Q408,25,non-swamp,7/9/2019,Rhodamnia cinerea,2.646502463
Q408,25,non-swamp,7/9/2019,Derris amoena,0.884680851
Q408,25,non-swamp,7/9/2019,Prunus polystachya,3.560727273
Q408,25,non-swamp,7/9/2019,Lithocarpus ewyckii,48.61011628
Q408,25,non-swamp,7/9/2019,Gironniera nervosa,6.840549828
Q408,25,non-swamp,7/9/2019,Leuconotis griffithii,11.51969512
Q408,25,non-swamp,7/9/2019,Fissistigma latifolium var. ovoideum,7.295233083
Q107,26,non-swamp,7/9/2019,Unidentified species,1.836630435
Q107,26,non-swamp,7/9/2019,Gironniera nervosa,3.2745
Q107,26,non-swamp,7/9/2019,Willughbeia coriacea,1.845417957
Q107,26,non-swamp,7/9/2019,Bauhinia semibifida,2.235514019
Q107,26,non-swamp,7/9/2019,Buchanania sessifolia,2.083759398
Q107,26,non-swamp,7/9/2019,Iodes ovalis,0.06
Q107,26,non-swamp,7/9/2019,Aporosa prainiana,1.636235294
Q107,26,non-swamp,7/9/2019,Adenanthera malayana,13.45244444
Q107,26,non-swamp,7/9/2019,Fissistigma latifolium var. ovoideum,5.914704463
Q107,26,non-swamp,7/9/2019,Nothaphoebe umbelliflora,4.95472119
Q107,26,non-swamp,7/9/2019,Unidentified species,1.69
Q107,26,non-swamp,7/9/2019,Unidentified species,1.659411765
Q107,26,non-swamp,7/9/2019,Strychnos sp.,2.411226415
Q107,26,non-swamp,7/9/2019,Unidentified species,2.334622642
Q107,26,non-swamp,7/9/2019,Pometia pinnata,0.48
Q107,26,non-swamp,7/9/2019,Unidentified species,1.08
Q107,26,non-swamp,7/9/2019,Unidentified species,0.86
Q107,26,non-swamp,7/9/2019,Unidentified species,1.27
Q107,26,non-swamp,7/9/2019,Unidentified species,4.47713467
Q107,26,non-swamp,7/9/2019,Unidentified species,2.203055556
Q107,26,non-swamp,7/9/2019,Grewia laevigata,15.19965
Q9,25,swamp,7/9/2019,Unidentified species,1.31
Q9,25,swamp,7/9/2019,Artocarpus kemando,0.66
Q9,25,swamp,7/9/2019,Madhuca sp.,0.28
Q9,25,swamp,7/9/2019,Bauhinia semibifida,0.84
Q9,25,swamp,7/9/2019,Pometia pinnata,6.76589404
Q9,25,swamp,7/9/2019,Gluta wallichii,5.575737705
Q9,25,swamp,7/9/2019,Lophopetalum multinervium,7.162749771
Q9,25,swamp,7/9/2019,Shorea sp.,4.347848361
Q9,25,swamp,7/9/2019,Unidentified species,1.51
Q9,25,swamp,7/9/2019,Unidentified species,0.53
Q9,25,swamp,7/9/2019,Unidentified species,0.92
Q9,25,swamp,7/9/2019,Unidentified species,0.25
Q9,25,swamp,7/9/2019,Dalbergia pseudo-sissoo,4.957236181
Q9,25,swamp,7/9/2019,Campnosperma squamatum,22.10670498
Q6,26,swamp,7/9/2019,Unidentified species,1.82
Q6,26,swamp,7/9/2019,Madhuca sp.,4.574291667
Q6,26,swamp,7/9/2019,Bauhinia semibifida,0.62
Q6,26,swamp,7/9/2019,Lophopetalum multinervium,0.44
Q6,26,swamp,7/9/2019,Unidentified species,0.46
Q6,26,swamp,7/9/2019,Unidentified species,0.6
Q6,26,swamp,7/9/2019,Unidentified species,4.82
Q6,26,swamp,7/9/2019,Diospyros maingayi,25.24073276
Q6,26,swamp,7/9/2019,Pometia pinnata,20.61529412
Q6,26,swamp,7/9/2019,Campnosperma squamatum,20.39389831
Q6,26,swamp,7/9/2019,Artocarpus kemando,14.38393013
Q213,25,non-swamp,7/9/2019,Litsea firma,3.755414634
Q213,25,non-swamp,7/9/2019,Calophyllum tetrapterum var. tetrapterum,10.10647059
Q213,25,non-swamp,7/9/2019,Pentace triptera,0.74
Q213,25,non-swamp,7/9/2019,Iodes ovalis,0.570943396
Q213,25,non-swamp,7/9/2019,Rhodamnia cinerea,1.772054795
Q213,25,non-swamp,7/9/2019,Agelaea borneensis,2.265432099
Q213,25,non-swamp,7/9/2019,Aporosa frutescens,2.104186047
Q213,25,non-swamp,7/9/2019,Archidendron clypearia,3.118181818
Q213,25,non-swamp,7/9/2019,Timonius wallichianus,0.43
Q213,25,non-swamp,7/9/2019,Dysoxylum cauliflorum,3.410055249
Q213,25,non-swamp,7/9/2019,Gironniera nervosa,4.727763158
Q213,25,non-swamp,7/9/2019,Smilax setosa,13.25625
Q213,25,non-swamp,7/9/2019,Prunus polystachya,11.34714912
Q3,25,swamp,07/14/19,Myristica cinnamomea,6.457328244
Q3,25,swamp,07/14/19,Unidentified species,2.605148515
Q3,25,swamp,07/14/19,Unidentified species,1.93
Q3,25,swamp,07/14/19,Maasia glauca,1.39
Q3,25,swamp,07/14/19,Unidentified species,0.16
Q3,25,swamp,07/14/19,Dalbergia pseudo-sissoo,1.577777778
Q3,25,swamp,07/14/19,Madhuca sp.,4.080395683
Q3,25,swamp,07/14/19,Aporosa frutescens,0.16
Q3,25,swamp,07/14/19,Unidentified species,0.9
Q3,25,swamp,07/14/19,Unidentified species,0.26
Q3,25,swamp,07/14/19,Unidentified species,0.61
Q1,25,non-swamp,07/14/19,Bhesa paniculata,9.535522388
Q1,25,non-swamp,07/14/19,Prunus polystachya,9.66638484
Q1,25,non-swamp,07/14/19,Gironniera nervosa,1.891111111
Q1,25,non-swamp,07/14/19,Xanthophyllum flavescens,11.19852071
Q1,25,non-swamp,07/14/19,Grewia laevigata,4.376842105
Q1,25,non-swamp,07/14/19,Canarium pilosum,1.71241573
Q1,25,non-swamp,07/14/19,Leuconotis griffithii,4.108252427
Q1,25,non-swamp,07/14/19,Aporosa frutescens,1.520816327
Q1,25,non-swamp,07/14/19,Pternandra echinata,1.432894737
Q1,25,non-swamp,07/14/19,Iodes velutina,0.86
Q1,25,non-swamp,07/14/19,Fissistigma latifolium var. ovoideum,0.98
Q1,25,non-swamp,07/14/19,Unidentified species,2.485116279
Q1,25,non-swamp,07/14/19,Timonius wallichianus,1.45751938
Q1,25,non-swamp,07/14/19,Unidentified species,1.382230769
Q1,25,non-swamp,07/14/19,Uncaria cordata,0.27
Q1,25,non-swamp,07/14/19,Elaeocarpus mastersii,0.23
Q1,25,non-swamp,07/14/19,Unidentified species,1.169655172
Q10,25,swamp,07/14/19,Campnosperma squamatum,17.22391858
Q10,25,swamp,07/14/19,Bauhinia semibifida,9.654867257
Q10,25,swamp,07/14/19,Elaeocarpus mastersii,3.189855072
Q10,25,swamp,07/14/19,Fissistigma latifolium var. ovoideum,4.111685393
Q10,25,swamp,07/14/19,Grewia laevigata,2.144299065
Q10,25,swamp,07/14/19,Alstonia pneumatophora,1.759083333
Q10,25,swamp,07/14/19,Gironniera nervosa,0.27
Q10,25,swamp,07/14/19,Aporosa frutescens,0.34
Q10,25,swamp,07/14/19,Gynotroches axillaris,4.180288462
Q10,25,swamp,07/14/19,Lindera lucida,1.16
Q10,25,swamp,07/14/19,Uncaria cordata,3.549446064
Q10,25,swamp,07/14/19,Unidentified species,2.727111111
Q10,25,swamp,07/14/19,Dalbergia pseudo-sissoo,1.176
Q10,25,swamp,07/14/19,Timonius wallichianus,0.09
Q10,25,swamp,07/14/19,Pternandra echinata,0.04
Q10,25,swamp,07/14/19,Myristica cinnamomea,1.748292683
Q10,25,swamp,07/14/19,Derris amoena,0.18
Q10,25,swamp,07/14/19,Bhesa paniculata,0.63
Q4,26,swamp,07/14/19,Unidentified species,13.43252033
Q4,26,swamp,07/14/19,Lophopetalum multinervium,8.330693878
Q4,26,swamp,07/14/19,Myristica cinnamomea,0.92
Q4,26,swamp,07/14/19,Madhuca sp.,2.2
Q4,26,swamp,07/14/19,Xanthophyllum flavescens,3.098671875
Q4,26,swamp,07/14/19,Dalbergia pseudo-sissoo,1.731111111
Q4,26,swamp,07/14/19,Unidentified species,3.354916201
Q4,26,swamp,07/14/19,Bauhinia semibifida,0.6
Q4,26,swamp,07/14/19,Unidentified species,1.29
Q4,26,swamp,07/14/19,Unidentified species,3.405566667
Q4,26,swamp,07/14/19,Unidentified species,7.540322581
Q4,26,swamp,07/14/19,Unidentified species,0.14
Q4,26,swamp,07/14/19,Aporosa falcifera,3.276823105
Q4,26,swamp,07/14/19,Unidentified species,0.46
Q405,25,non-swamp,07/14/19,Bauhinia semibifida,30.71361702
Q405,25,non-swamp,07/14/19,Uncaria cordata,3.83
Q405,25,non-swamp,07/14/19,Prunus polystachya,8.522316043
Q405,25,non-swamp,07/14/19,Elaeocarpus stipularis,10.33518987
Q405,25,non-swamp,07/14/19,Bhesa paniculata,7.619573071
Q405,25,non-swamp,07/14/19,Litsea firma,1.274772727
Q405,25,non-swamp,07/14/19,Archidendron clypearia,2.232972973
Q405,25,non-swamp,07/14/19,Rhodamnia cinerea,0.72
Q405,25,non-swamp,07/14/19,Lindera lucida,3.928909091
Q405,25,non-swamp,07/14/19,Xanthophyllum flavescens,1.28
Q405,25,non-swamp,07/14/19,Unidentified species,0.488888889
Q405,25,non-swamp,07/14/19,Timonius wallichianus,1.01
Q405,25,non-swamp,07/14/19,Grewia laevigata,0.2
Q405,25,non-swamp,07/14/19,Pternandra echinata,0.19
Q405,25,non-swamp,07/14/19,Gironniera nervosa,0.19
Q405,25,non-swamp,07/14/19,Unidentified species,1.09
Q405,25,non-swamp,07/14/19,Unidentified species,0.22
Q408,26,non-swamp,07/23/19,Prunus polystachya,4.843755459
Q408,26,non-swamp,07/23/19,Gironniera nervosa,9.859658537
Q408,26,non-swamp,07/23/19,Lithocarpus ewyckii,45.79961722
Q408,26,non-swamp,07/23/19,Unidentified species,10.70981132
Q408,26,non-swamp,07/23/19,Leuconotis griffithii,3.075890736
Q408,26,non-swamp,07/23/19,Rhodamnia cinerea,2.374351145
Q408,26,non-swamp,07/23/19,Fissistigma latifolium var. ovoideum,2.64
Q408,26,non-swamp,07/23/19,Unidentified species,0.14
Q408,26,non-swamp,07/23/19,Aporosa frutescens,0.34
Q408,26,non-swamp,07/23/19,Timonius wallichianus,0.52
Q408,26,non-swamp,07/23/19,Unidentified species,0.5184
Q408,26,non-swamp,07/23/19,Derris amoena,1.662195122
Q408,26,non-swamp,07/23/19,Unidentified species,0.33
Q408,26,non-swamp,07/23/19,Unidentified species,0.64
Q9,26,swamp,07/23/19,Pometia pinnata,17.00806034
Q9,26,swamp,07/23/19,Dalbergia pseudo-sissoo,13.91176471
Q9,26,swamp,07/23/19,Unidentified species,2.61
Q9,26,swamp,07/23/19,Campnosperma squamatum,39.72316754
Q9,26,swamp,07/23/19,Artocarpus kemando,0.44
Q9,26,swamp,07/23/19,Shorea sp.,2.759183673
Q9,26,swamp,07/23/19,Gluta wallichii,3.376339066
Q9,26,swamp,07/23/19,Unidentified species,0.99
Q9,26,swamp,07/23/19,Unidentified species,0.61
Q9,26,swamp,07/23/19,Gynotroches axillaris,0.31
Q9,26,swamp,07/23/19,Bauhinia semibifida,0.49984127
Q9,26,swamp,07/23/19,Madhuca sp.,1.428034682
Q9,26,swamp,07/23/19,Unidentified species,1.79
Q9,26,swamp,07/23/19,Unidentified species,1.1
Q9,26,swamp,07/23/19,Lophopetalum multinervium,1.1
Q6,27,swamp,07/23/19,Sterculia cordata,15.39714286
Q6,27,swamp,07/23/19,Artocarpus kemando,11.26491803
Q6,27,swamp,07/23/19,Pometia pinnata,57.43893443
Q6,27,swamp,07/23/19,Diospyros maingayi,37.44342449
Q6,27,swamp,07/23/19,Unidentified species,3.12
Q6,27,swamp,07/23/19,Campnosperma squamatum,20.71770936
Q6,27,swamp,07/23/19,Madhuca sp.,4.61034965
Q6,27,swamp,07/23/19,Unidentified species,1.527640449
Q6,27,swamp,07/23/19,Bauhinia semibifida,0.31
Q6,27,swamp,07/23/19,Lophopetalum multinervium,0.46
Q6,27,swamp,07/23/19,Unidentified species,0.25
Q6,27,swamp,07/23/19,Willughbeia coriacea,0.41
Q6,27,swamp,07/23/19,Unidentified species,2.18
Q6,27,swamp,07/23/19,Unidentified species,0.83
Q213,26,non-swamp,07/23/19,Dysoxylum cauliflorum,6.751933702
Q213,26,non-swamp,07/23/19,Prunus polystachya,8.767160656
Q213,26,non-swamp,07/23/19,Smilax setosa,6.647101124
Q213,26,non-swamp,07/23/19,Calophyllum tetrapterum var. tetrapterum,5.9475
Q213,26,non-swamp,07/23/19,Iodes ovalis,0.867179487
Q213,26,non-swamp,07/23/19,Unidentified species,0.834166667
Q213,26,non-swamp,07/23/19,Litsea firma,3.235307692
Q213,26,non-swamp,07/23/19,Gironniera nervosa,2.649814126
Q213,26,non-swamp,07/23/19,Agelaea borneensis,1.553773585
Q213,26,non-swamp,07/23/19,Aporosa frutescens,1.012658228
Q213,26,non-swamp,07/23/19,Rhodamnia cinerea,2.221639344
Q213,26,non-swamp,07/23/19,Timonius wallichianus,0.49
Q213,26,non-swamp,07/23/19,Archidendron clypearia,1.913580247
Q213,26,non-swamp,07/23/19,Pentace triptera,0.31
Q107,27,non-swamp,07/23/19,Nothaphoebe umbelliflora,10.78
Q107,27,non-swamp,07/23/19,Gironniera nervosa,3.719648094
Q107,27,non-swamp,07/23/19,Aporosa prainiana,3.35943662
Q107,27,non-swamp,07/23/19,Pternandra echinata,3.424473684
Q107,27,non-swamp,07/23/19,Willughbeia coriacea,3.931095571
Q107,27,non-swamp,07/23/19,Strychnos sp.,4.368862275
Q107,27,non-swamp,07/23/19,Unidentified species,2.95
Q107,27,non-swamp,07/23/19,Fissistigma latifolium var. ovoideum,5.728262911
Q107,27,non-swamp,07/23/19,Unidentified species,4.252906977
Q107,27,non-swamp,07/23/19,Unidentified species,4.398623853
Q107,27,non-swamp,07/23/19,Grewia laevigata,7.552590164
Q107,27,non-swamp,07/23/19,Unidentified species,1.213513514
Q107,27,non-swamp,07/23/19,Unidentified species,0.16
Q107,27,non-swamp,07/23/19,Bauhinia semibifida,2.227150259
Q107,27,non-swamp,07/23/19,Buchanania sessifolia,1.386969697
Q107,27,non-swamp,07/23/19,Unidentified species,0.5
Q107,27,non-swamp,07/23/19,Iodes ovalis,0.15
Q107,27,non-swamp,07/23/19,Unidentified species,0.958680556
Q107,27,non-swamp,07/23/19,Pometia pinnata,0.4
Q107,27,non-swamp,07/23/19,Unidentified species,0.26
Q1,26,non-swamp,07/30/19,Iodes velutina,0.95
Q1,26,non-swamp,07/30/19,Unidentified species,0.62
Q1,26,non-swamp,07/30/19,Bauhinia semibifida,0.73
Q1,26,non-swamp,07/30/19,Unidentified species,0.05
Q1,26,non-swamp,07/30/19,Canarium pilosum,2.145901639
Q1,26,non-swamp,07/30/19,Pternandra echinata,0.47755102
Q1,26,non-swamp,07/30/19,Gironniera nervosa,5.332875817
Q1,26,non-swamp,07/30/19,Grewia laevigata,19.56626087
Q1,26,non-swamp,07/30/19,Unidentified species,3.352
Q1,26,non-swamp,07/30/19,Uncaria cordata,0.76
Q1,26,non-swamp,07/30/19,Aporosa frutescens,1.684090909
Q1,26,non-swamp,07/30/19,Timonius wallichianus,2.019130435
Q1,26,non-swamp,07/30/19,Hevea brasiliensis,0.54
Q1,26,non-swamp,07/30/19,Agelaea borneensis,2.308070175
Q1,26,non-swamp,07/30/19,Fissistigma latifolium var. ovoideum,0.39
Q1,26,non-swamp,07/30/19,Unidentified species,1.49
Q1,26,non-swamp,07/30/19,Unidentified species,1.935215311
Q1,26,non-swamp,07/30/19,Leuconotis griffithii,5.769589905
Q1,26,non-swamp,07/30/19,Xanthophyllum flavescens,11.10671642
Q1,26,non-swamp,07/30/19,Prunus polystachya,11.70598394
Q1,26,non-swamp,07/30/19,Bhesa paniculata,8.900389294
Q10,26,swamp,07/30/19,Derris amoena,0.21
Q10,26,swamp,07/30/19,Aporosa frutescens,0.23
Q10,26,swamp,07/30/19,Myristica cinnamomea,2.054609375
Q10,26,swamp,07/30/19,Lindera lucida,1.02
Q10,26,swamp,07/30/19,Alstonia pneumatophora,0.58
Q10,26,swamp,07/30/19,Dalbergia pseudo-sissoo,9.28
Q10,26,swamp,07/30/19,Bauhinia semibifida,19.4539759
Q10,26,swamp,07/30/19,Grewia laevigata,4.252651515
Q10,26,swamp,07/30/19,Elaeocarpus mastersii,2.541807229
Q10,26,swamp,07/30/19,Gynotroches axillaris,4.350991736
Q10,26,swamp,07/30/19,Uncaria cordata,7.157073171
Q10,26,swamp,07/30/19,Unidentified species,5.884615385
Q10,26,swamp,07/30/19,Fissistigma latifolium var. ovoideum,2.42
Q10,26,swamp,07/30/19,Bhesa paniculata,2.34
Q10,26,swamp,07/30/19,Campnosperma squamatum,15.799599
Q10,26,swamp,07/30/19,Timonius wallichianus,1.59815534
Q3,26,swamp,07/30/19,Unidentified species,7.629565217
Q3,26,swamp,07/30/19,Unidentified species,0.43
Q3,26,swamp,07/30/19,Pometia pinnata,0.2
Q3,26,swamp,07/30/19,Unidentified species,5.614889868
Q3,26,swamp,07/30/19,Unidentified species,2
Q3,26,swamp,07/30/19,Maasia glauca,2.539617486
Q3,26,swamp,07/30/19,Unidentified species,0.46
Q3,26,swamp,07/30/19,Myristica cinnamomea,5.868648649
Q3,26,swamp,07/30/19,Dalbergia pseudo-sissoo,2.530769231
Q3,26,swamp,07/30/19,Xanthophyllum flavescens,1.02
Q3,26,swamp,07/30/19,Lophopetalum multinervium,1.33
Q3,26,swamp,07/30/19,Madhuca sp.,4.990545455
Q3,26,swamp,07/30/19,Unidentified species,0.75
Q4,27,swamp,07/30/19,Unidentified species,1.19
Q4,27,swamp,07/30/19,Unidentified species,0.46
Q4,27,swamp,07/30/19,Unidentified species,0.61
Q4,27,swamp,07/30/19,Gynotroches axillaris,0.19
Q4,27,swamp,07/30/19,Myristica cinnamomea,0.89
Q4,27,swamp,07/30/19,Dalbergia pseudo-sissoo,1.027272727
Q4,27,swamp,07/30/19,Unidentified species,3.272075472
Q4,27,swamp,07/30/19,Bauhinia semibifida,0.14
Q4,27,swamp,07/30/19,Unidentified species,0.66
Q4,27,swamp,07/30/19,Unidentified species,2.729850746
Q4,27,swamp,07/30/19,Unidentified species,3.683777778
Q4,27,swamp,07/30/19,Unidentified species,1.01
Q4,27,swamp,07/30/19,Vatica pauciflora ,0.78
Q4,27,swamp,07/30/19,Madhuca sp.,0.96
Q4,27,swamp,07/30/19,Unidentified species,4.647098976
Q4,27,swamp,07/30/19,Aporosa falcifera,1.74
Q4,27,swamp,07/30/19,Xanthophyllum flavescens,2.48
Q4,27,swamp,07/30/19,Lophopetalum multinervium,15.57085598
Q4,27,swamp,07/30/19,Unidentified species,8.137082228
Q6,1,swamp,07/27/18,Unidentified species,51.7443259
Q107,1,non-swamp,07/28/18,Unidentified species,74.8695421
Q4,1,swamp,8/2/2018,Unidentified species,57.25341028
Q405,1,non-swamp,8/7/2018,Unidentified species,46.39023923
Q408,1,non-swamp,8/7/2018,Unidentified species,23.71056
Q213,1,non-swamp,8/7/2018,Unidentified species,51.81443478
Q6,2,swamp,08/13/18,Unidentified species,43.40822034
Q107,2,non-swamp,08/13/18,Unidentified species,65.35550591
Q9,1,swamp,08/13/18,Unidentified species,52.88818057
Q3,1,swamp,08/15/18,Unidentified species,50.15136069
Q4,2,swamp,08/15/18,Unidentified species,79.35940737
Q10,1,swamp,08/16/18,Unidentified species,47.58085356
Q1,1,non-swamp,08/16/18,Unidentified species,42.08532505
Q213,2,non-swamp,08/21/18,Unidentified species,36.123462
Q408,2,non-swamp,08/21/18,Unidentified species,43.77084979
Q405,2,non-swamp,08/21/18,Unidentified species,68.68070588
Q9,2,swamp,08/23/18,Unidentified species,39.91971196
Q6,3,swamp,08/23/18,Unidentified species,47.38619145
Q107,3,non-swamp,08/24/18,Unidentified species,68.18671642
Q3,2,swamp,08/28/18,Unidentified species,68.6241681
Q4,3,swamp,08/28/18,Unidentified species,66.37717993
Q1,2,non-swamp,08/28/18,Unidentified species,50.5113913
Q10,2,swamp,08/29/18,Unidentified species,47.08635865
Q213,3,non-swamp,9/5/2018,Unidentified species,0
Q408,3,non-swamp,9/5/2018,Unidentified species,36.42614634
Q405,3,non-swamp,9/5/2018,Unidentified species,53.02071146
Q9,3,swamp,9/7/2018,Unidentified species,43.06830571
Q107,4,non-swamp,9/7/2018,Unidentified species,71.58883775
Q6,4,swamp,9/7/2018,Unidentified species,51.67348571
Q4,4,swamp,9/12/2018,Unidentified species,57.2689967
Q3,3,swamp,9/12/2018,Unidentified species,67.63497217
Q10,3,swamp,9/12/2018,Unidentified species,32.89441778
Q1,3,non-swamp,9/12/2018,Unidentified species,50.09146356
Q107,5,non-swamp,09/18/18,Unidentified species,44.65077261
Q9,4,swamp,09/18/18,Unidentified species,31.07047619
Q6,5,swamp,09/18/18,Unidentified species,39.13471947
Q213,4,non-swamp,09/21/18,Unidentified species,43.95823455
Q408,4,non-swamp,09/21/18,Unidentified species,9.01989418
Q405,4,non-swamp,09/21/18,Unidentified species,48.76520067
Q4,5,swamp,09/26/18,Unidentified species,57.49028137
Q3,4,swamp,09/26/18,Unidentified species,28.24948399
Q1,4,non-swamp,09/26/18,Unidentified species,41.92114537
Q10,4,swamp,09/26/18,Unidentified species,34.52935982
Q408,5,non-swamp,10/2/2018,Unidentified species,27.0543128
Q405,5,non-swamp,10/2/2018,Unidentified species,33.59269932
Q213,5,non-swamp,10/2/2018,Unidentified species,34.1700616
Q6,6,swamp,10/4/2018,Unidentified species,27.61236715
Q9,5,swamp,10/4/2018,Unidentified species,40.87249545
Q107,6,non-swamp,10/4/2018,Unidentified species,70.9358912
Q4,6,swamp,10/10/2018,Unidentified species,63.65
Q3,5,swamp,10/10/2018,Unidentified species,32.68
Q1,5,non-swamp,10/10/2018,Unidentified species,52.03
Q10,5,swamp,10/10/2018,Unidentified species,43.49
Q405,6,non-swamp,10/16/18,Unidentified species,25.59
Q408,6,non-swamp,10/16/18,Unidentified species,20.36
Q213,6,non-swamp,10/16/18,Unidentified species,50.94
Q107,7,non-swamp,10/19/18,Unidentified species,64.38
Q6,7,swamp,10/19/18,Unidentified species,45.1
Q9,6,swamp,10/19/18,Unidentified species,34.56
Q4,7,swamp,10/24/18,Unidentified species,25.23
Q10,6,swamp,10/24/18,Unidentified species,40.41
Q1,6,non-swamp,10/24/18,Unidentified species,19.53
Q3,6,swamp,10/24/18,Unidentified species,19.37
Q408,7,non-swamp,10/31/18,Unidentified species,18.88077336
Q213,7,non-swamp,10/31/18,Unidentified species,16.08
Q405,7,non-swamp,10/31/18,Unidentified species,19.89
Q9,7,swamp,11/1/2018,Unidentified species,28.51
Q6,8,swamp,11/1/2018,Unidentified species,32.76
Q107,8,non-swamp,11/1/2018,Unidentified species,39.98
Q4,8,swamp,11/6/2018,Unidentified species,33.26
Q3,7,swamp,11/6/2018,Unidentified species,27.05
Q10,7,swamp,11/6/2018,Unidentified species,24.64
Q1,7,non-swamp,11/6/2018,Unidentified species,21.27
Q213,8,non-swamp,11/14/18,Unidentified species,16.63
Q408,8,non-swamp,11/14/18,Unidentified species,21.74
Q405,8,non-swamp,11/14/18,Unidentified species,22.83
Q9,8,swamp,11/17/18,Unidentified species,38.3
Q107,9,non-swamp,11/17/18,Unidentified species,42.36
Q6,9,swamp,11/17/18,Unidentified species,35.19
Q10,8,swamp,11/21/18,Unidentified species,32.43
Q3,8,swamp,11/21/18,Unidentified species,32.99
Q1,8,non-swamp,11/21/18,Unidentified species,16.68
Q4,9,swamp,11/22/18,Unidentified species,46.4
Q405,9,non-swamp,11/28/18,Unidentified species,22.26
Q213,9,non-swamp,11/28/18,Unidentified species,17.29
Q408,9,non-swamp,11/28/18,Unidentified species,18.01
Q6,10,swamp,11/30/18,Unidentified species,39.51
Q9,9,swamp,11/30/18,Unidentified species,32.85
Q107,10,non-swamp,11/30/18,Unidentified species,40.7
Q3,9,swamp,12/5/2018,Unidentified species,21.33
Q4,10,swamp,12/5/2018,Unidentified species,25.43
Q10,9,swamp,12/5/2018,Unidentified species,56.42
Q1,9,non-swamp,12/5/2018,Unidentified species,29.05
Q408,10,non-swamp,12/11/2018,Unidentified species,21.87
Q405,10,non-swamp,12/11/2018,Unidentified species,21.13
Q213,10,non-swamp,12/11/2018,Unidentified species,17
Q9,10,swamp,12/14/18,Unidentified species,32.45
Q107,11,non-swamp,12/14/18,Unidentified species,36.26
Q6,11,swamp,12/14/18,Unidentified species,33.31
Q4,11,swamp,12/18/18,Unidentified species,22.53
Q3,10,swamp,12/18/18,Unidentified species,17.74
Q1,10,non-swamp,12/18/18,Unidentified species,14.54
Q10,10,swamp,12/18/18,Unidentified species,24.2
Q6,12,swamp,12/27/18,Unidentified species,30.57
Q9,11,swamp,12/27/18,Unidentified species,18.23
Q107,12,non-swamp,12/27/18,Unidentified species,37.32
Q405,11,non-swamp,12/27/18,Unidentified species,23.02
Q213,11,non-swamp,12/27/18,Unidentified species,13.25
Q408,11,non-swamp,12/27/18,Unidentified species,20.93
Q10,11,swamp,1/2/2019,Unidentified species,32.38
Q1,11,non-swamp,1/2/2019,Unidentified species,33.83
Q3,11,swamp,1/3/2019,Unidentified species,44.63
Q4,12,swamp,1/3/2019,Unidentified species,42.21
Q408,12,non-swamp,1/8/2019,Unidentified species,42.72
Q213,12,non-swamp,1/8/2019,Unidentified species,23.57
Q405,12,non-swamp,1/8/2019,Unidentified species,28.06
Q9,12,swamp,1/11/2019,Unidentified species,47.51
